code_module,gender_bin,disability_bin,age_numeric,edu_numeric,imd_numeric,num_of_prev_attempts,studied_credits,days_to_start,registered_early,at_risk,avg_score,num_submitted,num_failed,submission_rate,avg_tma_score,avg_cma_score,avg_days_late,total_clicks,active_days,avg_clicks_per_day,quiz_clicks,forumng_clicks,resource_clicks,clicked_before_start,module_total_assessments
FFF,0,0,0,2,20.0,0,60,129.0,1,0,87.16666666666667,12.0,0.0,0.9230769230769231,85.2,88.57142857142857,-41.666666666666664,3670.0,143.0,25.66,803.0,236.0,36.0,1.0,13
BBB,0,0,0,3,40.0,1,120,46.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
BBB,0,1,1,1,0.0,1,120,25.0,0,1,43.0,1.0,0.0,0.08333333333333333,43.0,0.0,-9.0,38.0,6.0,6.33,0.0,24.0,1.0,0.0,12
FFF,0,0,1,2,30.0,0,90,109.0,1,0,62.416666666666664,12.0,0.0,0.9230769230769231,70.0,57.0,1.1666666666666667,1917.0,52.0,36.87,729.0,124.0,58.0,1.0,13
FFF,1,0,1,2,60.0,0,60,59.0,1,1,77.47058823529412,17.0,0.0,1.0,79.57142857142857,76.0,-85.58823529411765,2795.0,70.0,39.93,642.0,377.0,24.0,1.0,13
GGG,1,0,1,1,70.0,0,30,144.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
BBB,1,0,0,1,40.0,1,120,115.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
FFF,1,0,0,1,40.0,1,120,108.0,1,1,50.25,4.0,1.0,0.3076923076923077,50.25,0.0,9.0,438.0,28.0,15.64,0.0,42.0,13.0,1.0,13
BBB,0,0,1,1,50.0,0,60,18.0,0,1,67.0,2.0,0.0,0.16666666666666666,67.0,0.0,1.0,68.0,15.0,4.53,0.0,40.0,2.0,1.0,12
DDD,0,0,1,2,50.0,0,60,127.0,1,0,60.57142857142857,7.0,0.0,1.0,61.333333333333336,0.0,0.16666666666666666,2071.0,77.0,26.9,0.0,889.0,50.0,1.0,7
FFF,1,0,0,2,40.0,0,60,29.0,0,0,92.5,12.0,0.0,0.9230769230769231,93.2,92.0,-12.166666666666666,2603.0,59.0,44.12,1029.0,156.0,16.0,1.0,13
DDD,1,1,0,2,0.0,0,120,99.0,1,0,71.71428571428571,7.0,0.0,1.0,73.66666666666667,0.0,1.0,821.0,58.0,14.16,0.0,179.0,39.0,1.0,7
AAA,0,0,0,2,70.0,0,120,80.0,1,0,73.4,5.0,0.0,0.8333333333333334,73.4,0.0,2.6,1295.0,102.0,12.7,0.0,45.0,20.0,1.0,6
DDD,0,1,0,2,70.0,0,60,100.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
CCC,1,0,0,4,50.0,0,120,30.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,4.0,7.25,3.0,0.0,3.0,1.0,10
CCC,0,0,0,2,30.0,0,30,132.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
DDD,1,0,0,2,30.0,0,60,29.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,10.0,13.3,0.0,43.0,1.0,1.0,7
AAA,1,0,0,2,90.0,0,120,61.0,1,0,75.6,5.0,0.0,0.8333333333333334,75.6,0.0,1.6,543.0,91.0,5.97,0.0,19.0,4.0,1.0,6
FFF,0,0,1,1,30.0,0,120,46.0,1,0,77.66666666666667,12.0,0.0,0.9230769230769231,77.8,77.57142857142857,-88.5,6249.0,162.0,38.57,1264.0,1130.0,66.0,1.0,13
FFF,1,0,1,1,60.0,0,60,24.0,0,1,92.0,4.0,0.0,0.3076923076923077,92.0,92.0,-85.75,843.0,38.0,22.18,128.0,171.0,13.0,1.0,13
EEE,1,0,0,3,30.0,0,30,24.0,0,0,89.0,4.0,0.0,0.8,89.0,0.0,2.0,1317.0,120.0,10.98,94.0,102.0,62.0,1.0,5
DDD,1,0,0,2,80.0,0,60,101.0,1,1,60.0,2.0,0.0,0.14285714285714285,60.0,0.0,-2.5,463.0,30.0,15.43,0.0,165.0,26.0,1.0,14
FFF,1,0,0,1,10.0,2,100,43.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,6.0,6.0,0.0,0.0,16.0,0.0,13
DDD,0,0,0,1,80.0,0,60,144.0,1,0,71.42857142857143,7.0,1.0,1.0,73.66666666666667,0.0,-2.4285714285714284,838.0,52.0,16.12,0.0,374.0,26.0,1.0,7
CCC,0,0,1,2,90.0,0,30,123.0,1,1,64.0,6.0,1.0,0.6,62.0,73.0,2.6,3768.0,127.0,29.67,2131.0,17.0,109.0,1.0,10
EEE,1,0,0,1,50.0,0,90,66.0,1,0,75.5,4.0,0.0,0.8,75.5,0.0,0.0,4815.0,142.0,33.91,382.0,1027.0,165.0,1.0,5
EEE,1,0,0,2,80.0,0,60,50.0,1,0,91.5,4.0,0.0,0.8,91.5,0.0,0.0,821.0,57.0,14.4,156.0,118.0,12.0,1.0,5
BBB,0,0,0,2,20.0,2,60,53.0,1,0,71.6,5.0,0.0,0.8333333333333334,71.6,0.0,0.0,95.0,12.0,7.92,15.0,0.0,3.0,0.0,6
CCC,1,0,1,2,30.0,0,60,115.0,1,1,62.75,4.0,0.0,0.4,85.5,40.0,-5.5,2044.0,77.0,26.55,192.0,859.0,11.0,1.0,10
FFF,1,0,0,1,0.0,0,120,115.0,1,1,41.25,12.0,3.0,0.9230769230769231,29.6,49.57142857142857,-59.333333333333336,10364.0,112.0,92.54,3449.0,578.0,194.0,1.0,13
DDD,1,0,0,2,0.0,0,60,97.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
CCC,1,0,1,2,80.0,0,60,38.0,1,0,86.4,15.0,0.0,1.0,83.22222222222223,94.25,-0.5,2694.0,123.0,21.9,692.0,383.0,391.0,1.0,10
FFF,1,0,0,1,90.0,0,120,53.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,12.0,17.08,1.0,35.0,6.0,1.0,13
BBB,0,0,1,3,40.0,1,60,115.0,1,0,57.4,5.0,1.0,0.8333333333333334,57.4,0.0,-0.8,1170.0,41.0,28.54,209.0,20.0,43.0,1.0,6
DDD,1,0,1,2,60.0,1,120,30.0,0,1,86.75,4.0,0.0,0.5714285714285714,86.75,0.0,0.0,537.0,52.0,10.33,0.0,220.0,24.0,0.0,7
FFF,1,1,0,1,0.0,0,90,71.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
FFF,1,0,1,1,30.0,0,120,38.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.5,0.0,0.0,0.0,1.0,13
BBB,1,0,0,2,40.0,0,60,24.0,0,0,61.18181818181818,11.0,1.0,0.9166666666666666,48.833333333333336,76.0,2.727272727272727,443.0,33.0,13.42,67.0,165.0,14.0,1.0,12
FFF,1,0,1,3,40.0,0,60,22.0,0,0,81.25,12.0,0.0,0.9230769230769231,87.8,76.57142857142857,-8.25,4407.0,176.0,25.04,778.0,513.0,95.0,1.0,13
FFF,1,0,0,1,40.0,0,60,18.0,0,1,86.33333333333333,9.0,0.0,0.6923076923076923,93.0,78.0,-50.77777777777778,3365.0,130.0,25.88,427.0,517.0,31.0,1.0,13
DDD,1,0,0,2,20.0,0,60,38.0,1,0,72.71428571428571,7.0,0.0,1.0,72.66666666666667,0.0,-0.6666666666666666,845.0,89.0,9.49,0.0,219.0,34.0,1.0,7
FFF,0,0,1,1,0.0,0,120,46.0,1,0,61.81818181818182,11.0,0.0,0.8461538461538461,67.0,58.857142857142854,-18.09090909090909,4224.0,122.0,34.62,1039.0,493.0,48.0,1.0,13
GGG,0,0,0,1,70.0,0,30,86.0,1,0,88.88888888888889,9.0,0.0,0.9,80.0,93.33333333333333,-47.333333333333336,817.0,33.0,24.76,128.0,169.0,10.0,1.0,10
DDD,1,0,1,1,40.0,0,60,43.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,7.0,11.86,0.0,23.0,2.0,1.0,7
DDD,0,0,0,2,0.0,0,60,110.0,1,1,51.0,1.0,0.0,0.14285714285714285,51.0,0.0,7.0,442.0,18.0,24.56,0.0,120.0,28.0,1.0,7
DDD,0,0,0,1,50.0,2,120,141.0,1,0,65.28571428571429,7.0,2.0,1.0,62.166666666666664,0.0,-1.2857142857142858,1121.0,127.0,8.83,0.0,236.0,67.0,1.0,7
FFF,1,0,0,2,70.0,0,60,106.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
BBB,1,0,0,2,30.0,1,60,109.0,1,0,74.45454545454545,11.0,0.0,0.9166666666666666,73.16666666666667,76.0,0.09090909090909091,156.0,14.0,11.14,81.0,0.0,9.0,1.0,12
BBB,1,0,1,2,70.0,0,60,28.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,3.25,0.0,0.0,3.0,1.0,12
EEE,1,0,0,2,60.0,1,60,25.0,0,0,75.07142857142857,14.0,0.0,1.0,72.5,89.0,1.4615384615384615,1922.0,100.0,19.22,266.0,207.0,62.0,1.0,5
BBB,0,0,0,2,80.0,0,60,29.0,0,1,61.5,4.0,0.0,0.3333333333333333,53.0,70.0,15.75,258.0,13.0,19.85,54.0,4.0,26.0,1.0,12
BBB,0,0,0,2,60.0,0,60,53.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,6.0,0.0,0.0,2.0,1.0,12
EEE,1,0,0,1,60.0,0,60,95.0,1,0,59.5,6.0,2.0,1.0,83.5,11.5,0.5,1526.0,63.0,24.22,293.0,360.0,20.0,1.0,5
CCC,0,0,1,3,0.0,0,90,93.0,1,0,97.0,9.0,0.0,0.9,98.5,95.75,-0.25,8537.0,256.0,33.35,1561.0,3864.0,136.0,1.0,10
FFF,1,0,0,2,80.0,0,120,149.0,1,0,75.58333333333333,12.0,0.0,0.9230769230769231,85.0,68.85714285714286,-65.5,3416.0,171.0,19.98,504.0,384.0,124.0,1.0,13
BBB,0,0,0,3,0.0,0,60,184.0,1,0,57.75,8.0,1.0,0.6666666666666666,53.666666666666664,70.0,7.25,151.0,13.0,11.62,31.0,8.0,23.0,0.0,12
BBB,0,0,0,1,10.0,0,60,46.0,1,1,57.0,1.0,0.0,0.08333333333333333,57.0,0.0,-2.0,174.0,11.0,15.82,1.0,113.0,3.0,0.0,12
FFF,0,0,0,2,30.0,0,60,23.0,0,0,83.75,12.0,0.0,0.9230769230769231,84.0,83.57142857142857,-37.416666666666664,3105.0,81.0,38.33,921.0,229.0,44.0,1.0,13
FFF,1,0,1,1,0.0,0,60,11.0,0,0,75.25,12.0,0.0,0.9230769230769231,73.2,76.71428571428571,-30.166666666666668,3037.0,83.0,36.59,533.0,245.0,46.0,1.0,13
BBB,0,0,0,1,20.0,0,60,31.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
CCC,1,0,0,1,80.0,1,90,14.0,0,0,75.9375,16.0,2.0,1.0,74.2,82.25,3.0,4608.0,177.0,26.03,1002.0,517.0,168.0,1.0,10
BBB,0,0,1,1,60.0,0,60,78.0,1,1,68.66666666666667,3.0,0.0,0.25,63.0,80.0,3.0,417.0,24.0,17.38,15.0,274.0,10.0,1.0,12
EEE,1,0,0,2,90.0,0,60,25.0,0,0,69.2,5.0,0.0,1.0,76.66666666666667,58.0,3.2,1884.0,89.0,21.17,339.0,398.0,113.0,1.0,5
DDD,1,0,1,1,40.0,0,60,150.0,1,0,64.42857142857143,7.0,1.0,1.0,66.66666666666667,0.0,1.8571428571428572,523.0,37.0,14.14,0.0,144.0,27.0,1.0,7
DDD,0,0,0,1,50.0,0,60,116.0,1,1,67.0,3.0,0.0,0.42857142857142855,67.0,0.0,5.333333333333333,266.0,13.0,20.46,0.0,0.0,20.0,0.0,7
BBB,0,0,0,1,80.0,1,60,49.0,1,0,87.7,10.0,0.0,0.8333333333333334,83.4,92.0,1.9,647.0,56.0,11.55,84.0,275.0,47.0,1.0,12
BBB,0,0,1,1,20.0,0,60,112.0,1,1,81.0,2.0,0.0,0.16666666666666666,62.0,100.0,2.5,659.0,39.0,16.9,18.0,364.0,37.0,1.0,12
EEE,1,0,1,3,30.0,0,60,25.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,6.0,42.83,113.0,27.0,1.0,0.0,5
FFF,1,0,0,2,10.0,0,90,117.0,1,0,89.16666666666667,12.0,0.0,0.9230769230769231,90.4,88.28571428571429,-75.75,2949.0,119.0,24.78,610.0,151.0,22.0,1.0,13
BBB,0,0,0,1,0.0,0,120,144.0,1,1,77.66666666666667,3.0,0.0,0.25,66.5,100.0,-1.0,2569.0,59.0,43.54,33.0,1564.0,9.0,1.0,12
DDD,1,0,0,1,50.0,1,60,43.0,1,1,58.666666666666664,9.0,1.0,1.0,59.875,0.0,-15.375,414.0,32.0,12.94,0.0,0.0,22.0,0.0,7
CCC,0,0,0,0,40.0,0,120,81.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,6.0,42.5,224.0,0.0,4.0,1.0,10
FFF,1,0,0,2,20.0,0,150,148.0,1,0,79.0,12.0,0.0,0.9230769230769231,78.6,79.28571428571429,-75.0,1328.0,49.0,27.1,535.0,74.0,97.0,1.0,13
BBB,0,0,0,1,0.0,0,180,-2.0,0,0,83.0,10.0,0.0,0.8333333333333334,75.0,95.0,0.4,208.0,34.0,6.12,69.0,46.0,12.0,0.0,12
DDD,1,0,0,2,40.0,0,60,25.0,0,0,74.85714285714286,7.0,0.0,1.0,77.0,0.0,-0.6666666666666666,593.0,82.0,7.23,0.0,94.0,35.0,1.0,7
BBB,0,0,0,1,0.0,0,60,102.0,1,1,100.0,1.0,0.0,0.16666666666666666,100.0,0.0,0.0,61.0,4.0,15.25,0.0,24.0,5.0,0.0,6
EEE,1,0,0,3,70.0,0,60,24.0,0,0,77.08333333333333,12.0,0.0,1.0,82.625,63.333333333333336,3.090909090909091,1343.0,55.0,24.42,300.0,61.0,95.0,1.0,5
DDD,1,0,0,1,60.0,0,60,153.0,1,0,85.0,7.0,0.0,1.0,88.5,0.0,-0.5,4545.0,216.0,21.04,0.0,2793.0,136.0,1.0,7
GGG,0,0,0,1,50.0,0,30,67.0,1,1,45.0,1.0,0.0,0.1,45.0,0.0,-1.0,180.0,8.0,22.5,16.0,41.0,37.0,0.0,10
FFF,1,0,0,1,30.0,0,60,29.0,0,0,75.27272727272727,11.0,0.0,0.8461538461538461,75.2,75.33333333333333,-20.636363636363637,2040.0,64.0,31.88,535.0,230.0,19.0,1.0,13
FFF,1,0,0,2,60.0,1,120,48.0,1,1,74.0,1.0,0.0,0.07692307692307693,74.0,0.0,0.0,1550.0,36.0,43.06,0.0,1017.0,11.0,1.0,13
CCC,1,0,1,2,10.0,0,120,32.0,1,1,60.63636363636363,11.0,3.0,1.0,58.5,70.5,1.0,1264.0,103.0,12.27,477.0,129.0,62.0,1.0,10
FFF,1,0,0,2,20.0,0,120,36.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,13
CCC,1,0,0,3,20.0,0,60,21.0,0,0,79.68181818181819,22.0,1.0,1.0,72.55555555555556,87.36363636363636,1.2380952380952381,4531.0,166.0,27.3,709.0,859.0,403.0,1.0,10
FFF,1,0,0,2,10.0,0,90,149.0,1,0,66.19047619047619,21.0,1.0,1.0,66.33333333333333,69.18181818181819,-30.7,3349.0,123.0,27.23,1278.0,220.0,149.0,1.0,13
CCC,1,0,0,2,0.0,0,60,114.0,1,1,69.42857142857143,7.0,1.0,0.7,83.0,72.0,4.0,546.0,54.0,10.11,344.0,0.0,32.0,1.0,10
DDD,1,0,1,3,40.0,0,60,30.0,0,0,84.0,7.0,0.0,1.0,82.0,0.0,-0.16666666666666666,1873.0,163.0,11.49,0.0,491.0,150.0,1.0,7
DDD,1,0,0,2,50.0,1,180,232.0,1,0,56.714285714285715,7.0,2.0,1.0,52.833333333333336,0.0,-0.5714285714285714,428.0,34.0,12.59,0.0,13.0,48.0,1.0,7
FFF,1,0,0,2,30.0,0,90,135.0,1,0,80.5,12.0,0.0,0.9230769230769231,76.8,83.14285714285714,-37.166666666666664,2307.0,91.0,25.35,668.0,166.0,21.0,1.0,13
GGG,0,0,0,2,0.0,0,30,47.0,1,0,75.55555555555556,9.0,0.0,0.9,76.0,75.33333333333333,-33.0,564.0,29.0,19.45,123.0,49.0,10.0,0.0,10
CCC,1,0,1,1,30.0,0,90,67.0,1,1,44.0,1.0,0.0,0.1,0.0,44.0,3.0,748.0,22.0,34.0,388.0,113.0,17.0,1.0,10
GGG,0,0,0,2,50.0,0,30,10.0,0,1,65.0,1.0,0.0,0.1,65.0,0.0,7.0,183.0,12.0,15.25,2.0,16.0,4.0,1.0,10
AAA,0,0,1,3,60.0,0,60,67.0,1,0,78.0,5.0,0.0,0.8333333333333334,78.0,0.0,-2.0,1189.0,64.0,18.58,0.0,273.0,15.0,1.0,6
CCC,1,0,1,2,50.0,0,30,93.0,1,1,56.0,1.0,0.0,0.1,0.0,56.0,3.0,322.0,20.0,16.1,123.0,15.0,20.0,1.0,10
EEE,1,0,0,3,60.0,0,120,24.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
CCC,1,0,0,1,20.0,0,60,25.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,5.0,59.6,203.0,3.0,4.0,1.0,10
BBB,0,0,1,2,40.0,0,120,30.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
BBB,0,0,0,1,20.0,0,60,138.0,1,0,62.0,11.0,2.0,0.9166666666666666,53.666666666666664,72.0,0.45454545454545453,351.0,34.0,10.32,83.0,55.0,37.0,1.0,12
BBB,0,1,1,1,0.0,0,90,39.0,1,1,50.0,1.0,0.0,0.16666666666666666,50.0,0.0,-2.0,184.0,10.0,18.4,10.0,44.0,4.0,1.0,6
FFF,0,1,0,3,20.0,0,60,43.0,1,1,76.5,4.0,0.0,0.3076923076923077,82.0,71.0,-95.75,1249.0,51.0,24.49,322.0,93.0,22.0,1.0,13
FFF,1,0,0,2,70.0,0,60,156.0,1,0,87.91666666666667,12.0,0.0,0.9230769230769231,85.8,89.42857142857143,-64.66666666666667,4338.0,146.0,29.71,972.0,979.0,45.0,1.0,13
BBB,0,0,1,1,10.0,0,120,156.0,1,0,59.18181818181818,11.0,1.0,0.9166666666666666,61.833333333333336,56.0,1.4545454545454546,569.0,51.0,11.16,131.0,91.0,46.0,1.0,12
DDD,1,0,0,1,70.0,0,120,54.0,1,0,73.71428571428571,7.0,0.0,1.0,74.16666666666667,0.0,-6.571428571428571,1539.0,191.0,8.06,0.0,262.0,82.0,1.0,7
BBB,0,1,0,2,40.0,0,60,28.0,0,0,86.36363636363636,11.0,0.0,0.9166666666666666,81.66666666666667,92.0,1.0909090909090908,1203.0,77.0,15.62,88.0,232.0,222.0,1.0,12
DDD,1,0,1,2,90.0,0,60,37.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,7.0,11.86,0.0,3.0,10.0,1.0,7
BBB,0,0,0,1,10.0,0,60,123.0,1,1,74.5,2.0,0.0,0.16666666666666666,74.5,0.0,5.0,10.0,4.0,2.5,0.0,0.0,0.0,0.0,12
DDD,1,0,0,2,30.0,0,90,86.0,1,0,58.06666666666667,15.0,3.0,1.0,61.333333333333336,47.75,-2.0714285714285716,2667.0,214.0,12.46,440.0,698.0,242.0,1.0,7
FFF,1,0,0,2,90.0,1,120,49.0,1,1,75.85714285714286,14.0,0.0,1.0,76.44444444444444,75.0,-9.0,1651.0,69.0,23.93,349.0,483.0,60.0,1.0,13
DDD,1,0,0,2,0.0,0,120,110.0,1,1,52.666666666666664,9.0,1.0,1.0,53.125,0.0,0.375,542.0,45.0,12.04,0.0,119.0,40.0,0.0,7
CCC,0,0,0,1,30.0,0,60,136.0,1,0,92.92307692307692,13.0,0.0,1.0,95.75,89.5,-3.3333333333333335,14594.0,246.0,59.33,7693.0,1742.0,32.0,1.0,10
BBB,0,0,0,2,30.0,0,120,64.0,1,0,81.36363636363636,11.0,0.0,0.9166666666666666,79.16666666666667,84.0,1.4545454545454546,970.0,57.0,17.02,84.0,562.0,19.0,0.0,12
BBB,0,0,0,2,30.0,0,60,73.0,1,0,92.8,10.0,0.0,0.8333333333333334,89.6,96.0,1.6,1414.0,137.0,10.32,72.0,910.0,22.0,1.0,12
CCC,1,0,0,3,30.0,0,90,141.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
AAA,1,0,0,3,70.0,0,60,56.0,1,0,83.6,5.0,0.0,0.8333333333333334,83.6,0.0,-0.2,3527.0,187.0,18.86,0.0,856.0,15.0,1.0,6
GGG,0,0,0,2,10.0,0,30,36.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
BBB,0,0,1,2,0.0,0,60,74.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,0.0,0.0,2.0,0.0,12
BBB,0,0,0,1,50.0,0,60,43.0,1,0,69.0,11.0,1.0,0.9166666666666666,66.5,72.0,0.7272727272727273,289.0,33.0,8.76,72.0,28.0,40.0,0.0,12
GGG,1,0,0,2,80.0,0,60,45.0,1,1,67.5,6.0,1.0,0.6,61.666666666666664,73.33333333333333,-48.166666666666664,215.0,31.0,6.94,53.0,6.0,22.0,1.0,10
BBB,0,0,0,2,10.0,0,90,102.0,1,1,64.0,5.0,1.0,0.4166666666666667,46.666666666666664,90.0,1.6,296.0,14.0,21.14,27.0,192.0,5.0,0.0,12
EEE,1,0,0,3,50.0,0,60,60.0,1,0,95.0,4.0,0.0,0.8,95.0,0.0,-1.75,5797.0,187.0,31.0,171.0,2120.0,27.0,1.0,5
FFF,1,0,0,2,20.0,0,60,49.0,1,1,86.625,8.0,0.0,0.6153846153846154,80.8,96.33333333333333,-52.75,2585.0,85.0,30.41,639.0,95.0,41.0,1.0,13
BBB,0,0,1,1,40.0,0,60,43.0,1,0,79.54545454545455,11.0,0.0,0.9166666666666666,75.83333333333333,84.0,0.36363636363636365,2668.0,144.0,18.53,123.0,1733.0,99.0,1.0,12
FFF,1,0,0,2,10.0,0,60,99.0,1,1,30.0,1.0,1.0,0.07692307692307693,30.0,0.0,0.0,90.0,8.0,11.25,1.0,1.0,10.0,0.0,13
BBB,0,0,1,1,70.0,1,120,135.0,1,1,65.0,3.0,0.0,0.25,47.5,100.0,0.0,205.0,30.0,6.83,27.0,59.0,3.0,0.0,12
FFF,1,0,0,3,30.0,0,60,71.0,1,0,85.5,12.0,0.0,0.9230769230769231,82.2,87.85714285714286,-49.416666666666664,7464.0,247.0,30.22,2471.0,917.0,55.0,1.0,13
BBB,0,0,0,2,10.0,0,60,79.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,0.0,4.0,0.0,0.0,12
GGG,0,0,0,2,40.0,0,30,22.0,0,0,85.66666666666667,9.0,0.0,0.9,70.33333333333333,93.33333333333333,-33.333333333333336,673.0,37.0,18.19,119.0,107.0,20.0,0.0,10
CCC,1,0,0,1,10.0,0,60,155.0,1,0,90.0,16.0,0.0,1.0,91.5,91.0,-2.7333333333333334,2202.0,154.0,14.3,354.0,615.0,74.0,1.0,10
GGG,1,0,0,1,40.0,0,30,15.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,6.0,8.0,0.0,0.0,10.0,0.0,10
BBB,0,0,1,2,50.0,0,120,73.0,1,0,78.8,10.0,0.0,0.8333333333333334,71.33333333333333,90.0,4.6,1881.0,94.0,20.01,81.0,1119.0,88.0,1.0,12
FFF,1,0,0,1,40.0,0,60,113.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,6.0,5.67,0.0,8.0,0.0,1.0,13
FFF,0,0,2,2,90.0,0,60,31.0,1,1,30.4,5.0,4.0,0.38461538461538464,30.4,0.0,3.2,2927.0,139.0,21.06,97.0,534.0,84.0,1.0,13
FFF,1,0,0,2,90.0,0,120,94.0,1,0,78.0909090909091,11.0,0.0,0.8461538461538461,70.0,82.71428571428571,-0.09090909090909091,1331.0,60.0,22.18,539.0,73.0,12.0,0.0,13
EEE,1,0,0,2,50.0,0,60,51.0,1,0,85.375,8.0,0.0,1.0,90.0,71.5,-1.0,4173.0,156.0,26.75,1680.0,579.0,42.0,1.0,5
BBB,0,0,0,1,30.0,0,60,23.0,0,0,58.8,5.0,1.0,0.8333333333333334,58.8,0.0,5.0,1785.0,79.0,22.59,165.0,32.0,42.0,0.0,6
FFF,1,0,1,1,0.0,2,150,178.0,1,1,84.33333333333333,3.0,0.0,0.23076923076923078,84.33333333333333,0.0,3.6666666666666665,2598.0,121.0,21.47,151.0,600.0,76.0,1.0,13
BBB,1,0,0,0,10.0,0,60,24.0,0,0,76.1,10.0,0.0,0.8333333333333334,76.2,76.0,0.7,350.0,42.0,8.33,81.0,50.0,19.0,1.0,12
BBB,1,0,0,3,30.0,0,120,30.0,0,0,82.27272727272727,11.0,0.0,0.9166666666666666,87.5,76.0,-0.6363636363636364,912.0,98.0,9.31,115.0,296.0,46.0,1.0,12
CCC,1,0,0,2,10.0,0,120,155.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,3.0,13.67,8.0,2.0,2.0,1.0,10
GGG,0,0,1,1,40.0,0,30,81.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
CCC,1,0,1,2,20.0,1,30,147.0,1,1,60.55555555555556,9.0,1.0,0.9,64.25,63.5,1.25,1479.0,94.0,15.73,630.0,300.0,97.0,1.0,10
GGG,0,1,1,2,30.0,0,30,17.0,0,0,79.375,8.0,0.0,0.8,58.333333333333336,92.0,-48.25,399.0,26.0,15.35,108.0,16.0,10.0,1.0,10
BBB,0,1,0,1,30.0,0,60,93.0,1,1,82.66666666666667,3.0,0.0,0.25,74.0,100.0,0.6666666666666666,172.0,11.0,15.64,18.0,84.0,7.0,1.0,12
FFF,1,0,0,2,50.0,0,60,45.0,1,0,78.91666666666667,12.0,0.0,0.9230769230769231,77.8,79.71428571428571,-57.25,3327.0,74.0,44.96,552.0,177.0,29.0,1.0,13
DDD,0,0,0,2,80.0,0,60,22.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,11.0,11.45,0.0,52.0,3.0,1.0,7
BBB,0,0,1,3,60.0,2,60,211.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
BBB,0,0,0,2,20.0,0,120,92.0,1,0,74.54545454545455,11.0,0.0,0.9166666666666666,56.666666666666664,96.0,-1.4545454545454546,12555.0,263.0,47.74,305.0,9053.0,78.0,1.0,12
BBB,0,0,0,1,20.0,0,60,144.0,1,1,95.33333333333333,6.0,0.0,0.5,90.66666666666667,100.0,0.5,270.0,15.0,18.0,42.0,96.0,2.0,0.0,12
